Data,Produto,Quantidade,Valor,Região
09/01/2024,Lápis,415,69.8,São Paulo
09/01/2024,Borracha,379,263.09,Paraná
09/01/2024,Lápis,161,100.91,Paraná
09/01/2024,Caneta,818,579.25,Rio de Janeiro
09/01/2024,Lápis,106,38.55,Paraná
09/01/2024,Lápis,717,555.73,São Paulo
09/01/2024,Lápis,202,152.49,Espírito Santo
09/01/2024,Borracha,463,461.42,Paraná
09/01/2024,Borracha,238,85.12,Paraná
09/01/2024,Estojo,67,48.99,Sergipe
10/01/2024,Caneta,447,407.74,São Paulo
10/01/2024,Lápis,805,801.22,Minas Gerais
10/01/2024,Borracha,336,168.41,Santa Catarina
10/01/2024,Lápis,460,347.07,Rio Grande do Sul
10/01/2024,Borracha,106,90.22,Santa Catarina
10/01/2024,Lápis,649,638.13,Espírito Santo
10/01/2024,Lápis,212,131.27,Paraná
10/01/2024,Caneta,369,352.67,Rio Grande do Sul
10/01/2024,Borracha,371,70.15,Paraná
10/01/2024,Borracha,168,106.24,Espírito Santo
11/01/2024,Lápis,446,235.61,Espírito Santo
11/01/2024,Lápis,393,141.55,Rio de Janeiro
11/01/2024,Lápis,32,11.0,Roraima
11/01/2024,Borracha,940,111.4,Espírito Santo
11/01/2024,Lápis,271,239.71,Minas Gerais
11/01/2024,Borracha,849,515.31,Espírito Santo
11/01/2024,Lápis,76,25.85,Mato Grosso
12/01/2024,Lápis,74,47.94,Sergipe
12/01/2024,Borracha,439,24.69,Paraná
12/01/2024,Lápis,848,299.58,Minas Gerais
12/01/2024,Lápis,696,484.65,São Paulo
12/01/2024,Borracha,901,621.32,Espírito Santo
12/01/2024,Borracha,428,297.09,Rio Grande do Sul
12/01/2024,Estojo,551,411.5,Minas Gerais
12/01/2024,Lápis,161,146.15,Rio de Janeiro
12/01/2024,Caderno,34,22.02,Distrito Federal
12/01/2024,Lápis,348,342.71,Paraná
12/01/2024,Lápis,116,28.87,Santa Catarina
12/01/2024,Lápis,177,66.95,Santa Catarina
12/01/2024,Borracha,634,78.36,Minas Gerais
12/01/2024,Lápis,908,719.32,Espírito Santo
13/01/2024,Borracha,613,37.89,São Paulo
13/01/2024,Caderno,493,306.57,Rio de Janeiro
13/01/2024,Borracha,198,183.46,Goiás
13/01/2024,Borracha,515,213.31,Minas Gerais
13/01/2024,Caneta,339,287.77,Rio Grande do Sul
13/01/2024,Lápis,22,7.02,Bahia
13/01/2024,Lápis,212,160.14,Paraná
13/01/2024,Caderno,957,491.47,Rio de Janeiro
13/01/2024,Borracha,181,160.12,Rio de Janeiro
14/01/2024,Lápis,838,821.18,São Paulo
14/01/2024,Lápis,184,67.69,Espírito Santo
14/01/2024,Borracha,485,245.42,Minas Gerais
14/01/2024,Lápis,995,396.81,Minas Gerais
14/01/2024,Caderno,918,308.28,Espírito Santo
14/01/2024,Estojo,132,71.07,Mato Grosso
14/01/2024,Caneta,11,7.42,Alagoas
14/01/2024,Caneta,461,315.18,São Paulo
14/01/2024,Borracha,139,95.7,Rio de Janeiro
15/01/2024,Lápis,98,40.77,Sergipe
15/01/2024,Estojo,140,116.1,Rio Grande do Sul
15/01/2024,Estojo,117,9.48,Distrito Federal
15/01/2024,Caderno,587,51.65,Rio de Janeiro
15/01/2024,Borracha,571,339.13,Rio de Janeiro
15/01/2024,Borracha,293,26.1,Rio de Janeiro
16/01/2024,Borracha,556,242.92,Espírito Santo
16/01/2024,Borracha,6,2.35,Amapá
16/01/2024,Lápis,302,38.8,Paraná
16/01/2024,Estojo,252,232.43,Rio de Janeiro
16/01/2024,Caneta,52,8.86,Mato Grosso
16/01/2024,Borracha,232,218.29,Paraná
16/01/2024,Caderno,329,56.83,São Paulo
16/01/2024,Lápis,116,112.37,Rio de Janeiro
16/01/2024,Caderno,321,50.24,São Paulo
16/01/2024,Caderno,212,99.91,Rio de Janeiro
16/01/2024,Lápis,40,32.69,Rondônia
16/01/2024,Borracha,571,250.98,Minas Gerais
17/01/2024,Caneta,419,197.52,São Paulo
17/01/2024,Caneta,132,74.38,Espírito Santo
17/01/2024,Borracha,348,102.97,Espírito Santo
17/01/2024,Borracha,416,137.93,Rio de Janeiro
17/01/2024,Caneta,302,52.12,São Paulo
17/01/2024,Caneta,843,508.02,Espírito Santo
17/01/2024,Lápis,961,664.71,Minas Gerais
17/01/2024,Caderno,173,172.81,Mato Grosso do Sul
17/01/2024,Agenda,667,317.43,São Paulo
17/01/2024,Caderno,460,257.41,Espírito Santo
17/01/2024,Borracha,547,280.94,Minas Gerais
17/01/2024,Lápis,109,62.37,Rio de Janeiro
17/01/2024,Borracha,641,595.51,Espírito Santo
17/01/2024,Caneta,603,361.59,Espírito Santo
18/01/2024,Agenda,946,324.81,Minas Gerais
18/01/2024,Borracha,380,158.01,Rio Grande do Sul
18/01/2024,Borracha,602,309.81,Rio de Janeiro
18/01/2024,Lápis,495,190.12,Espírito Santo
18/01/2024,Estojo,599,589.25,Espírito Santo
18/01/2024,Caneta,357,186.32,Minas Gerais
18/01/2024,Borracha,523,36.45,Espírito Santo
18/01/2024,Lápis,44,8.44,Rio Grande do Norte
19/01/2024,Borracha,227,133.13,São Paulo
19/01/2024,Lápis,305,18.19,Espírito Santo
19/01/2024,Lápis,514,263.67,São Paulo
19/01/2024,Caneta,335,89.35,Paraná
19/01/2024,Caderno,335,74.3,Santa Catarina
19/01/2024,Borracha,80,54.06,Mato Grosso
19/01/2024,Borracha,331,113.59,Paraná
19/01/2024,Lápis,190,157.68,Rio Grande do Sul
20/01/2024,Caneta,653,598.98,São Paulo
20/01/2024,Lápis,679,458.64,Minas Gerais
20/01/2024,Borracha,96,79.09,Santa Catarina
20/01/2024,Caneta,415,117.9,Paraná
20/01/2024,Caneta,436,96.65,Paraná
20/01/2024,Caneta,475,338.72,Paraná
20/01/2024,Lápis,270,119.8,Minas Gerais
20/01/2024,Lápis,508,75.03,Espírito Santo
20/01/2024,Caneta,14,9.56,Piauí
20/01/2024,Borracha,753,483.24,Espírito Santo
20/01/2024,Lápis,742,539.05,São Paulo
20/01/2024,Lápis,57,32.81,Rio Grande do Sul
20/01/2024,Lápis,692,468.75,Minas Gerais
20/01/2024,Borracha,503,89.45,Espírito Santo
21/01/2024,Agenda,117,72.27,Mato Grosso do Sul
21/01/2024,Lápis,771,279.82,São Paulo
21/01/2024,Borracha,51,47.58,Rio Grande do Sul
21/01/2024,Lápis,174,134.4,Goiás
21/01/2024,Caneta,812,557.44,Espírito Santo
21/01/2024,Lápis,644,539.97,São Paulo
22/01/2024,Borracha,764,588.95,Espírito Santo
22/01/2024,Caneta,775,716.86,Minas Gerais
22/01/2024,Caneta,23,4.51,Mato Grosso do Sul
22/01/2024,Borracha,112,47.86,Rio Grande do Sul
22/01/2024,Caderno,119,81.93,Paraná
22/01/2024,Lápis,296,190.21,Espírito Santo
22/01/2024,Caderno,414,298.68,Espírito Santo
23/01/2024,Caderno,694,617.48,Espírito Santo
23/01/2024,Lápis,161,108.2,Espírito Santo
23/01/2024,Caneta,104,36.31,Goiás
23/01/2024,Estojo,35,19.06,Pará
23/01/2024,Caneta,126,46.57,Rio Grande do Sul
23/01/2024,Lápis,52,35.83,Rio Grande do Norte
23/01/2024,Caneta,534,70.9,Rio de Janeiro
24/01/2024,Borracha,384,295.13,Paraná
24/01/2024,Caderno,626,208.31,Rio de Janeiro
24/01/2024,Caneta,254,220.86,Paraná
24/01/2024,Agenda,172,140.98,Minas Gerais
24/01/2024,Lápis,367,65.11,Rio de Janeiro
24/01/2024,Caneta,12,3.33,Rondônia
24/01/2024,Estojo,132,69.57,Rio Grande do Sul
25/01/2024,Lápis,731,310.21,Rio de Janeiro
25/01/2024,Borracha,335,249.16,São Paulo
25/01/2024,Caderno,893,96.7,Minas Gerais
25/01/2024,Caderno,180,95.51,Distrito Federal
25/01/2024,Caneta,597,423.97,Minas Gerais
25/01/2024,Caneta,291,249.73,Espírito Santo
25/01/2024,Estojo,38,20.97,Mato Grosso
26/01/2024,Caderno,211,192.26,Rio Grande do Sul
26/01/2024,Borracha,835,413.9,Espírito Santo
26/01/2024,Caneta,712,611.18,São Paulo
26/01/2024,Caderno,72,67.05,Pernambuco
26/01/2024,Borracha,165,16.48,Mato Grosso
26/01/2024,Borracha,17,9.7,Pará
27/01/2024,Caderno,44,29.69,Amazonas
27/01/2024,Borracha,507,468.28,Espírito Santo
27/01/2024,Caderno,984,138.52,Espírito Santo
27/01/2024,Agenda,905,378.88,São Paulo
27/01/2024,Borracha,240,59.84,Paraná
27/01/2024,Lápis,625,243.3,Rio de Janeiro
27/01/2024,Lápis,886,450.75,Minas Gerais
27/01/2024,Lápis,385,349.9,Rio Grande do Sul
27/01/2024,Caneta,60,38.92,Alagoas
27/01/2024,Caderno,165,94.69,Rio de Janeiro
27/01/2024,Borracha,36,13.61,Pará
28/01/2024,Lápis,324,269.59,São Paulo
28/01/2024,Caderno,135,8.26,São Paulo
28/01/2024,Caneta,144,84.59,Paraná
28/01/2024,Caderno,48,28.97,Ceará
28/01/2024,Estojo,480,54.4,Minas Gerais
28/01/2024,Borracha,891,525.37,São Paulo
28/01/2024,Borracha,93,4.78,Santa Catarina
28/01/2024,Caneta,193,183.4,Rio de Janeiro
28/01/2024,Lápis,379,356.86,Espírito Santo
28/01/2024,Caneta,470,277.86,Espírito Santo
28/01/2024,Borracha,340,309.94,Minas Gerais
28/01/2024,Caderno,485,205.18,São Paulo
28/01/2024,Borracha,14,13.18,Maranhão
28/01/2024,Borracha,374,133.4,Paraná
28/01/2024,Borracha,344,286.84,Minas Gerais
29/01/2024,Caneta,659,286.98,Minas Gerais
29/01/2024,Caderno,69,11.25,Santa Catarina
29/01/2024,Borracha,332,52.98,Paraná
29/01/2024,Lápis,55,29.45,Mato Grosso
29/01/2024,Lápis,774,513.38,Minas Gerais
29/01/2024,Caderno,16,13.76,Bahia
29/01/2024,Caderno,453,152.31,Espírito Santo
29/01/2024,Caneta,116,19.8,Goiás
29/01/2024,Lápis,322,73.18,Rio de Janeiro
30/01/2024,Caneta,58,39.84,Santa Catarina
30/01/2024,Caneta,488,475.88,Paraná
30/01/2024,Caneta,786,241.77,Espírito Santo
30/01/2024,Caderno,133,44.18,Distrito Federal
30/01/2024,Estojo,226,74.41,Santa Catarina
30/01/2024,Caderno,449,171.64,Rio de Janeiro
30/01/2024,Borracha,570,475.45,São Paulo
30/01/2024,Agenda,311,146.03,Paraná
30/01/2024,Lápis,959,374.93,Minas Gerais
30/01/2024,Agenda,278,226.83,Minas Gerais
31/01/2024,Lápis,196,65.65,Rio Grande do Sul
31/01/2024,Borracha,56,20.08,Alagoas
31/01/2024,Lápis,42,33.16,Goiás
31/01/2024,Lápis,77,42.05,Pernambuco
31/01/2024,Borracha,50,36.95,Mato Grosso do Sul
31/01/2024,Borracha,71,9.32,Sergipe
31/01/2024,Lápis,972,61.47,Espírito Santo
31/01/2024,Borracha,781,302.77,Espírito Santo
31/01/2024,Lápis,194,120.31,Rio Grande do Sul
31/01/2024,Borracha,311,276.13,Espírito Santo
01/02/2024,Caneta,164,144.09,Minas Gerais
01/02/2024,Caneta,730,670.71,São Paulo
01/02/2024,Borracha,456,168.69,Rio de Janeiro
01/02/2024,Lápis,299,215.55,São Paulo
01/02/2024,Lápis,644,440.83,Espírito Santo
01/02/2024,Caderno,589,481.46,Minas Gerais
01/02/2024,Borracha,683,534.65,Espírito Santo
01/02/2024,Caneta,292,247.56,Paraná
01/02/2024,Caderno,75,46.84,Goiás
01/02/2024,Lápis,283,197.97,Paraná
01/02/2024,Borracha,727,584.95,Espírito Santo
01/02/2024,Lápis,443,321.72,Minas Gerais
01/02/2024,Caneta,99,69.15,Rio Grande do Norte
01/02/2024,Borracha,142,136.65,Rio de Janeiro
02/02/2024,Lápis,904,709.8,Rio de Janeiro
02/02/2024,Lápis,984,84.91,São Paulo
02/02/2024,Lápis,331,25.24,São Paulo
02/02/2024,Lápis,371,160.46,Paraná
02/02/2024,Lápis,726,333.29,Espírito Santo
03/02/2024,Borracha,170,127.94,Rio Grande do Sul
03/02/2024,Caderno,824,702.27,Minas Gerais
03/02/2024,Lápis,128,42.32,Mato Grosso do Sul
03/02/2024,Caneta,628,465.17,Minas Gerais
03/02/2024,Lápis,455,277.7,Rio Grande do Sul
03/02/2024,Lápis,28,9.79,Pernambuco
04/02/2024,Estojo,635,72.27,Rio de Janeiro
04/02/2024,Lápis,112,35.41,Rio de Janeiro
04/02/2024,Estojo,265,56.84,Santa Catarina
04/02/2024,Borracha,331,293.17,Santa Catarina
04/02/2024,Caneta,541,283.25,Rio de Janeiro
04/02/2024,Caneta,43,41.81,Rondônia
04/02/2024,Estojo,312,161.38,Paraná
04/02/2024,Lápis,145,52.87,Espírito Santo
04/02/2024,Borracha,45,24.94,Rio Grande do Norte
04/02/2024,Lápis,99,90.69,Rio Grande do Sul
04/02/2024,Estojo,629,292.27,São Paulo
04/02/2024,Borracha,763,696.51,Minas Gerais
04/02/2024,Lápis,302,286.25,Paraná
05/02/2024,Caneta,438,72.32,São Paulo
05/02/2024,Agenda,220,211.97,São Paulo
05/02/2024,Caneta,779,61.22,Espírito Santo
05/02/2024,Borracha,814,276.85,Rio de Janeiro
05/02/2024,Caderno,763,56.22,Minas Gerais
05/02/2024,Caderno,295,43.36,Paraná
05/02/2024,Caneta,408,147.71,Santa Catarina
05/02/2024,Estojo,298,26.76,São Paulo
05/02/2024,Lápis,84,52.95,Mato Grosso do Sul
06/02/2024,Estojo,60,32.67,Santa Catarina
06/02/2024,Borracha,152,18.64,Distrito Federal
06/02/2024,Borracha,986,648.42,Rio de Janeiro
06/02/2024,Estojo,129,97.18,Goiás
06/02/2024,Caneta,713,378.83,Minas Gerais
06/02/2024,Lápis,186,27.41,Rio de Janeiro
06/02/2024,Lápis,94,44.19,Rio Grande do Sul
06/02/2024,Borracha,12,5.88,Piauí
07/02/2024,Borracha,82,63.95,Piauí
07/02/2024,Lápis,326,136.95,Rio de Janeiro
07/02/2024,Caderno,95,67.25,Pernambuco
07/02/2024,Caderno,619,206.53,Rio de Janeiro
07/02/2024,Borracha,187,78.92,Paraná
07/02/2024,Lápis,295,222.95,Santa Catarina
07/02/2024,Lápis,841,756.12,Espírito Santo
07/02/2024,Borracha,179,56.46,Mato Grosso
07/02/2024,Caneta,895,190.33,Espírito Santo
07/02/2024,Borracha,387,340.36,Rio de Janeiro
07/02/2024,Lápis,290,157.15,Santa Catarina
07/02/2024,Lápis,66,7.19,Maranhão
07/02/2024,Borracha,374,102.83,Paraná
07/02/2024,Caderno,766,715.93,São Paulo
07/02/2024,Lápis,244,57.89,Santa Catarina
08/02/2024,Caneta,205,69.9,Espírito Santo
08/02/2024,Caneta,85,14.81,Paraná
08/02/2024,Caderno,295,42.58,Espírito Santo
08/02/2024,Borracha,339,110.62,Paraná
08/02/2024,Caderno,30,8.2,Mato Grosso
08/02/2024,Caderno,787,487.32,Rio de Janeiro
08/02/2024,Borracha,420,292.47,Santa Catarina
08/02/2024,Lápis,348,246.86,Paraná
09/02/2024,Lápis,215,160.17,Rio Grande do Sul
09/02/2024,Caderno,425,221.48,Rio de Janeiro
09/02/2024,Lápis,762,155.02,Rio de Janeiro
09/02/2024,Borracha,393,47.59,Rio Grande do Sul
09/02/2024,Caneta,362,280.52,Minas Gerais
09/02/2024,Estojo,186,112.42,Goiás
09/02/2024,Caderno,204,114.64,Santa Catarina
09/02/2024,Borracha,518,442.74,Espírito Santo
09/02/2024,Lápis,59,5.27,Bahia
09/02/2024,Caderno,94,32.16,Bahia
09/02/2024,Estojo,145,19.12,Santa Catarina
09/02/2024,Caneta,500,30.02,Paraná
09/02/2024,Estojo,157,27.47,Mato Grosso
09/02/2024,Lápis,122,50.28,Minas Gerais
09/02/2024,Lápis,40,32.35,Acre
10/02/2024,Borracha,132,106.9,Mato Grosso do Sul
10/02/2024,Caneta,671,161.18,Rio de Janeiro
10/02/2024,Borracha,799,769.26,São Paulo
10/02/2024,Caneta,90,85.85,Bahia
10/02/2024,Borracha,80,39.66,Paraná
10/02/2024,Lápis,64,13.18,Goiás
10/02/2024,Lápis,879,330.41,Espírito Santo
10/02/2024,Lápis,243,204.09,Paraná
10/02/2024,Lápis,451,176.56,Espírito Santo
10/02/2024,Estojo,54,13.71,Mato Grosso
10/02/2024,Lápis,505,481.07,Espírito Santo
10/02/2024,Lápis,7,4.52,Amazonas
11/02/2024,Borracha,133,26.11,Mato Grosso
11/02/2024,Estojo,136,90.93,Santa Catarina
11/02/2024,Borracha,782,309.29,São Paulo
11/02/2024,Caneta,467,163.3,Rio Grande do Sul
11/02/2024,Borracha,529,66.62,Minas Gerais
12/02/2024,Lápis,948,112.72,São Paulo
12/02/2024,Borracha,442,382.18,Paraná
12/02/2024,Lápis,878,508.45,São Paulo
12/02/2024,Caderno,197,90.03,Paraná
12/02/2024,Borracha,335,173.57,Paraná
12/02/2024,Lápis,544,199.86,São Paulo
12/02/2024,Lápis,784,486.01,Rio de Janeiro
12/02/2024,Caneta,178,92.68,Rio de Janeiro
12/02/2024,Borracha,681,99.98,Minas Gerais
12/02/2024,Lápis,13,11.94,Piauí
12/02/2024,Borracha,296,192.4,Paraná
13/02/2024,Caderno,284,36.75,Santa Catarina
13/02/2024,Borracha,58,26.46,Mato Grosso do Sul
13/02/2024,Lápis,313,257.8,Rio Grande do Sul
13/02/2024,Caneta,554,390.01,Espírito Santo
13/02/2024,Lápis,28,5.41,Acre
13/02/2024,Borracha,996,140.02,Minas Gerais
13/02/2024,Lápis,854,676.42,São Paulo
13/02/2024,Borracha,162,10.71,Santa Catarina
13/02/2024,Lápis,358,256.19,Paraná
13/02/2024,Borracha,138,44.45,Goiás
13/02/2024,Borracha,378,320.26,Espírito Santo
13/02/2024,Lápis,501,199.96,Espírito Santo
13/02/2024,Lápis,44,26.2,Goiás
13/02/2024,Borracha,192,122.02,Distrito Federal
13/02/2024,Borracha,243,131.75,São Paulo
14/02/2024,Estojo,38,35.67,Roraima
14/02/2024,Lápis,180,97.26,Paraná
14/02/2024,Lápis,387,332.07,Santa Catarina
14/02/2024,Caneta,42,15.1,Rondônia
14/02/2024,Borracha,710,204.95,Rio de Janeiro
14/02/2024,Borracha,568,261.24,São Paulo
14/02/2024,Lápis,173,31.44,Santa Catarina
14/02/2024,Borracha,832,359.63,Minas Gerais
15/02/2024,Agenda,271,120.31,Espírito Santo
15/02/2024,Lápis,685,348.66,Espírito Santo
15/02/2024,Borracha,691,360.54,Espírito Santo
15/02/2024,Borracha,195,181.84,Mato Grosso do Sul
15/02/2024,Borracha,920,521.93,Espírito Santo
15/02/2024,Borracha,496,318.62,Paraná
15/02/2024,Borracha,339,304.03,Santa Catarina
15/02/2024,Caneta,775,434.5,Espírito Santo
15/02/2024,Lápis,453,65.28,Paraná
15/02/2024,Caneta,850,720.89,Espírito Santo
15/02/2024,Lápis,107,102.4,Santa Catarina
15/02/2024,Borracha,892,458.42,Minas Gerais
15/02/2024,Borracha,671,90.48,Rio de Janeiro
15/02/2024,Caneta,231,151.66,Rio de Janeiro
16/02/2024,Agenda,315,167.11,Santa Catarina
16/02/2024,Caneta,752,533.4,São Paulo
16/02/2024,Borracha,146,40.42,Goiás
16/02/2024,Lápis,458,94.59,Minas Gerais
16/02/2024,Lápis,263,121.31,Paraná
16/02/2024,Borracha,27,23.39,Pará
16/02/2024,Agenda,477,445.72,Rio Grande do Sul
16/02/2024,Borracha,643,162.92,São Paulo
16/02/2024,Borracha,228,13.69,São Paulo
16/02/2024,Lápis,351,24.85,Rio Grande do Sul
16/02/2024,Borracha,160,46.84,Minas Gerais
16/02/2024,Borracha,92,27.26,Goiás
16/02/2024,Caneta,160,120.26,Rio Grande do Sul
16/02/2024,Estojo,363,251.33,Minas Gerais
17/02/2024,Borracha,58,4.74,Santa Catarina
17/02/2024,Caneta,43,4.57,Bahia
17/02/2024,Borracha,455,412.33,Rio de Janeiro
17/02/2024,Lápis,473,354.45,São Paulo
17/02/2024,Borracha,28,18.18,Tocantins
17/02/2024,Caderno,17,6.97,Pará
17/02/2024,Agenda,680,511.06,Espírito Santo
17/02/2024,Caderno,26,15.3,Pernambuco
18/02/2024,Borracha,402,257.67,Paraná
18/02/2024,Lápis,908,672.81,Rio de Janeiro
18/02/2024,Estojo,150,132.01,Mato Grosso
18/02/2024,Caneta,488,33.76,Rio Grande do Sul
18/02/2024,Agenda,534,88.26,Espírito Santo
18/02/2024,Borracha,283,177.35,Santa Catarina
18/02/2024,Lápis,355,79.67,Espírito Santo
18/02/2024,Lápis,753,290.97,Espírito Santo
18/02/2024,Agenda,51,6.43,Rio Grande do Sul
18/02/2024,Caneta,177,151.36,Minas Gerais
18/02/2024,Lápis,157,116.16,São Paulo
18/02/2024,Caneta,119,82.42,Rio Grande do Sul
18/02/2024,Lápis,244,187.24,Espírito Santo
18/02/2024,Lápis,155,12.0,Mato Grosso do Sul
18/02/2024,Borracha,412,395.42,Santa Catarina
19/02/2024,Lápis,575,495.29,Espírito Santo
19/02/2024,Estojo,663,476.21,Minas Gerais
19/02/2024,Borracha,621,167.57,São Paulo
19/02/2024,Borracha,29,20.12,Roraima
19/02/2024,Caneta,245,187.61,São Paulo
20/02/2024,Lápis,153,26.41,Santa Catarina
20/02/2024,Caneta,139,49.32,Mato Grosso
20/02/2024,Lápis,460,30.35,Minas Gerais
20/02/2024,Caderno,25,14.35,Goiás
20/02/2024,Lápis,402,61.61,Rio Grande do Sul
20/02/2024,Lápis,67,52.29,Santa Catarina
20/02/2024,Lápis,397,387.92,Rio Grande do Sul
20/02/2024,Estojo,642,399.69,Minas Gerais
20/02/2024,Caneta,242,125.36,Santa Catarina
20/02/2024,Caneta,106,38.53,Goiás
20/02/2024,Borracha,160,33.74,Santa Catarina
20/02/2024,Borracha,819,497.15,São Paulo
20/02/2024,Lápis,851,277.85,São Paulo
21/02/2024,Estojo,360,20.34,Santa Catarina
21/02/2024,Caderno,704,628.12,Espírito Santo
21/02/2024,Borracha,249,122.16,Santa Catarina
21/02/2024,Lápis,207,181.1,Espírito Santo
21/02/2024,Borracha,30,19.09,Bahia
21/02/2024,Caneta,763,722.83,Rio de Janeiro
21/02/2024,Lápis,84,75.58,Santa Catarina
21/02/2024,Caneta,497,45.34,Rio Grande do Sul
21/02/2024,Borracha,126,13.88,Distrito Federal
21/02/2024,Lápis,859,394.53,Espírito Santo
21/02/2024,Borracha,29,10.68,Bahia
21/02/2024,Borracha,935,181.95,Espírito Santo
22/02/2024,Caderno,186,92.27,Rio Grande do Sul
22/02/2024,Agenda,667,577.63,São Paulo
22/02/2024,Borracha,266,66.61,Minas Gerais
22/02/2024,Lápis,75,34.91,Paraíba
22/02/2024,Caderno,234,115.56,São Paulo
22/02/2024,Estojo,245,207.33,Rio Grande do Sul
22/02/2024,Caneta,365,364.27,Santa Catarina
22/02/2024,Lápis,789,201.44,Minas Gerais
23/02/2024,Caneta,346,55.33,Rio Grande do Sul
23/02/2024,Caneta,55,31.0,Ceará
23/02/2024,Caderno,40,5.88,Distrito Federal
23/02/2024,Caneta,495,391.71,Rio Grande do Sul
23/02/2024,Lápis,63,28.75,Rio Grande do Sul
23/02/2024,Caderno,339,237.54,Santa Catarina
23/02/2024,Caneta,983,536.3,São Paulo
23/02/2024,Caneta,233,106.95,Rio de Janeiro
23/02/2024,Caneta,168,71.18,Distrito Federal
23/02/2024,Borracha,34,31.88,Mato Grosso
